0 ('/anaconda.py', 'plugin_loaded', 'package_folder')
8051 ('/anaconda_lib/jedi/inference/analysis.py', '_check_for_setattr', 'node')
8052 ('/anaconda_lib/jedi/inference/analysis.py', '_check_for_setattr', 'stmt_names')
8053 ('/anaconda_lib/jedi/inference/analysis.py', 'add_attribute_error', 'name_context')
8054 ('/anaconda_lib/jedi/inference/analysis.py', 'add_attribute_error', 'lookup_value')
8055 ('/anaconda_lib/jedi/inference/analysis.py', 'add_attribute_error', 'name')
8056 ('/anaconda_lib/jedi/inference/analysis.py', 'add_attribute_error', 'message')
8057 ('/anaconda_lib/jedi/inference/analysis.py', 'add_attribute_error', 'typ')
8058 ('/anaconda_lib/jedi/inference/analysis.py', 'add_attribute_error', 'payload')
8059 ('/anaconda_lib/jedi/inference/analysis.py', 'check_match', 'cls')
8060 ('/anaconda_lib/jedi/inference/analysis.py', 'check_match', 'exception')
8061 ('/anaconda_lib/jedi/inference/analysis.py', 'check_match', 'python_cls')
8062 ('/anaconda_lib/jedi/inference/analysis.py', 'check_try_for_except', 'obj')
8063 ('/anaconda_lib/jedi/inference/analysis.py', 'check_try_for_except', 'exception')
8064 ('/anaconda_lib/jedi/inference/analysis.py', 'check_try_for_except', 'iterator')
8065 ('/anaconda_lib/jedi/inference/analysis.py', 'check_try_for_except', 'suite')
8066 ('/anaconda_lib/jedi/inference/analysis.py', 'check_try_for_except', 'branch_type')
8067 ('/anaconda_lib/jedi/inference/analysis.py', 'check_try_for_except', 'except_classes')
8068 ('/anaconda_lib/jedi/inference/analysis.py', 'check_try_for_except', 'typ')
8069 ('/anaconda_lib/jedi/inference/analysis.py', 'check_try_for_except', 'lazy_value')
8070 ('/anaconda_lib/jedi/inference/analysis.py', 'check_try_for_except', 'cls')
8071 ('/anaconda_lib/jedi/inference/analysis.py', 'check_try_for_except', 'node')
8072 ('/anaconda_lib/jedi/inference/analysis.py', 'check_hasattr', 'node')
8073 ('/anaconda_lib/jedi/inference/analysis.py', 'check_hasattr', 'suite')
8074 ('/anaconda_lib/jedi/inference/analysis.py', 'check_hasattr', 'base')
8075 ('/anaconda_lib/jedi/inference/analysis.py', 'check_hasattr', 'trailer')
8076 ('/anaconda_lib/jedi/inference/analysis.py', 'check_hasattr', 'arglist')
8077 ('/anaconda_lib/jedi/inference/analysis.py', 'check_hasattr', 'args')
8078 ('/anaconda_lib/jedi/inference/analysis.py', 'check_hasattr', 'unpacked_args')
8079 ('/anaconda_lib/jedi/inference/analysis.py', 'check_hasattr', 'key')
8080 ('/anaconda_lib/jedi/inference/analysis.py', 'check_hasattr', 'lazy_value')
8081 ('/anaconda_lib/jedi/inference/analysis.py', 'check_hasattr', 'names')
8082 ('/anaconda_lib/jedi/inference/analysis.py', 'check_hasattr', 'objects')
8083 ('/anaconda_lib/jedi/inference/analysis.py', '_check_for_exception_catch', 'node_context')
8084 ('/anaconda_lib/jedi/inference/analysis.py', '_check_for_exception_catch', 'jedi_name')
8085 ('/anaconda_lib/jedi/inference/analysis.py', '_check_for_exception_catch', 'exception')
8086 ('/anaconda_lib/jedi/inference/analysis.py', '_check_for_exception_catch', 'payload')
8087 ('/anaconda_lib/jedi/inference/analysis.py', '_check_for_exception_catch', 'obj')
8088 ('/anaconda_lib/jedi/inference/analysis.py', 'module_initializer', 'CODES')
8089 ('/anaconda_lib/jedi/inference/sys_path.py', '_abs_path', 'module_context')
8090 ('/anaconda_lib/jedi/inference/sys_path.py', '_abs_path', 'path')
8091 ('/anaconda_lib/jedi/inference/sys_path.py', '_abs_path', 'module_path')
8092 ('/anaconda_lib/jedi/inference/sys_path.py', '_abs_path', 'base_dir')
8093 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_assignment', 'module_context')
8094 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_assignment', 'expr_stmt')
8095 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_assignment', 'c')
8096 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_assignment', 'trailer')
8097 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_assignment', 'cn')
8098 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_assignment', 'abs_path')
8099 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_assignment', 'value')
8100 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_assignment', 'lazy_value')
8101 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_assignment', 'assignee')
8102 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_assignment', 'operator')
8103 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_list_modifications', 'module_context')
8104 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_list_modifications', 'trailer1')
8105 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_list_modifications', 'trailer2')
8106 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_list_modifications', 'name')
8107 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_list_modifications', 'arg')
8108 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_list_modifications', 'p')
8109 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_list_modifications', 'abs_path')
8110 ('/anaconda_lib/jedi/inference/sys_path.py', '_paths_from_list_modifications', 'value')
8111 ('/anaconda_lib/jedi/inference/sys_path.py', 'get_sys_path_powers', 'names')
8112 ('/anaconda_lib/jedi/inference/sys_path.py', 'get_sys_path_powers', 'power')
8113 ('/anaconda_lib/jedi/inference/sys_path.py', 'get_sys_path_powers', 'c')
8114 ('/anaconda_lib/jedi/inference/sys_path.py', 'get_sys_path_powers', 'n')
8115 ('/anaconda_lib/jedi/inference/sys_path.py', 'get_sys_path_powers', 'name')
8116 ('/anaconda_lib/jedi/inference/sys_path.py', 'check_sys_path_modifications', 'module_context')
8117 ('/anaconda_lib/jedi/inference/sys_path.py', 'check_sys_path_modifications', 'added')
8118 ('/anaconda_lib/jedi/inference/sys_path.py', 'check_sys_path_modifications', 'possible_names')
8119 ('/anaconda_lib/jedi/inference/sys_path.py', 'check_sys_path_modifications', 'expr_stmt')
8120 ('/anaconda_lib/jedi/inference/sys_path.py', 'check_sys_path_modifications', 'name')
8121 ('/anaconda_lib/jedi/inference/sys_path.py', 'check_sys_path_modifications', 'power')
8122 ('/anaconda_lib/jedi/inference/sys_path.py', 'discover_buildout_paths', 'inference_state')
8123 ('/anaconda_lib/jedi/inference/sys_path.py', 'discover_buildout_paths', 'script_path')
8124 ('/anaconda_lib/jedi/inference/sys_path.py', 'discover_buildout_paths', 'buildout_script_paths')
8125 ('/anaconda_lib/jedi/inference/sys_path.py', 'discover_buildout_paths', 'path')
8126 ('/anaconda_lib/jedi/inference/sys_path.py', 'discover_buildout_paths', 'buildout_script_path')
8127 ('/anaconda_lib/jedi/inference/sys_path.py', '_get_paths_from_buildout_script', 'inference_state')
8128 ('/anaconda_lib/jedi/inference/sys_path.py', '_get_paths_from_buildout_script', 'buildout_script_path')
8129 ('/anaconda_lib/jedi/inference/sys_path.py', '_get_paths_from_buildout_script', 'file_io')
8130 ('/anaconda_lib/jedi/inference/sys_path.py', '_get_paths_from_buildout_script', 'module_node')
8131 ('/anaconda_lib/jedi/inference/sys_path.py', '_get_paths_from_buildout_script', 'module_context')
8132 ('/anaconda_lib/jedi/inference/sys_path.py', '_get_paths_from_buildout_script', 'path')
8133 ('/anaconda_lib/jedi/inference/sys_path.py', '_get_parent_dir_with_file', 'path')
8134 ('/anaconda_lib/jedi/inference/sys_path.py', '_get_parent_dir_with_file', 'filename')
8135 ('/anaconda_lib/jedi/inference/sys_path.py', '_get_parent_dir_with_file', 'parent')
8136 ('/anaconda_lib/jedi/inference/sys_path.py', '_get_buildout_script_paths', 'search_path')
8137 ('/anaconda_lib/jedi/inference/sys_path.py', '_get_buildout_script_paths', 'project_root')
8138 ('/anaconda_lib/jedi/inference/sys_path.py', '_get_buildout_script_paths', 'bin_path')
8139 ('/anaconda_lib/jedi/inference/sys_path.py', '_get_buildout_script_paths', 'filepath')
8140 ('/anaconda_lib/jedi/inference/sys_path.py', '_get_buildout_script_paths', 'firstline')
8141 ('/anaconda_lib/jedi/inference/sys_path.py', '_get_buildout_script_paths', 'filename')
8142 ('/anaconda_lib/jedi/inference/sys_path.py', 'remove_python_path_suffix', 'path')
8143 ('/anaconda_lib/jedi/inference/sys_path.py', 'remove_python_path_suffix', 'suffix')
8144 ('/anaconda_lib/jedi/inference/sys_path.py', 'iter_potential_solutions', 'rest')
8145 ('/anaconda_lib/jedi/inference/sys_path.py', 'iter_potential_solutions', 'split')
8146 ('/anaconda_lib/jedi/inference/sys_path.py', 'iter_potential_solutions', 's')
8147 ('/anaconda_lib/jedi/inference/sys_path.py', 'iter_potential_solutions', 'p')
8148 ('/anaconda_lib/jedi/inference/sys_path.py', 'transform_path_to_dotted', 'sys_path')
8149 ('/anaconda_lib/jedi/inference/sys_path.py', 'transform_path_to_dotted', 'module_path')
8150 ('/anaconda_lib/jedi/inference/sys_path.py', 'transform_path_to_dotted', 'is_package')
8151 ('/anaconda_lib/jedi/inference/sys_path.py', 'transform_path_to_dotted', 'potential_solutions')
8152 ('/anaconda_lib/jedi/inference/sys_path.py', 'module_initializer', '_BUILDOUT_PATH_INSERTION_LIMIT')
8153 ('/anaconda_lib/jedi/inference/base_value.py', 'get_root_context', 'self')
8154 ('/anaconda_lib/jedi/inference/base_value.py', 'get_root_context', 'value')
8155 ('/anaconda_lib/jedi/inference/base_value.py', 'create_cached', 'cls')
8156 ('/anaconda_lib/jedi/inference/base_value.py', 'create_cached', 'args')
8157 ('/anaconda_lib/jedi/inference/base_value.py', 'create_cached', 'kwargs')
8158 ('/anaconda_lib/jedi/inference/base_value.py', 'execute', 'self')
8159 ('/anaconda_lib/jedi/inference/base_value.py', 'execute', 'arguments')
8160 ('/anaconda_lib/jedi/inference/base_value.py', 'execute_with_values', 'self')
8161 ('/anaconda_lib/jedi/inference/base_value.py', 'execute_with_values', 'value_list')
8162 ('/anaconda_lib/jedi/inference/base_value.py', 'execute_with_values', 'arguments')
8163 ('/anaconda_lib/jedi/inference/base_value.py', 'execute_with_values', 'value')
8164 ('/anaconda_lib/jedi/inference/base_value.py', 'execute_annotation', 'self')
8165 ('/anaconda_lib/jedi/inference/base_value.py', 'gather_annotation_classes', 'self')
8166 ('/anaconda_lib/jedi/inference/base_value.py', 'merge_types_of_iterate', 'self')
8167 ('/anaconda_lib/jedi/inference/base_value.py', 'merge_types_of_iterate', 'contextualized_node')
8168 ('/anaconda_lib/jedi/inference/base_value.py', 'merge_types_of_iterate', 'is_async')
8169 ('/anaconda_lib/jedi/inference/base_value.py', '_get_value_filters', 'self')
8170 ('/anaconda_lib/jedi/inference/base_value.py', '_get_value_filters', 'name_or_str')
8171 ('/anaconda_lib/jedi/inference/base_value.py', '_get_value_filters', 'origin_scope')
8172 ('/anaconda_lib/jedi/inference/base_value.py', '_get_value_filters', 'f')
8173 ('/anaconda_lib/jedi/inference/base_value.py', '_get_value_filters', 'c')
8174 ('/anaconda_lib/jedi/inference/base_value.py', 'goto', 'self')
8175 ('/anaconda_lib/jedi/inference/base_value.py', 'goto', 'name_or_str')
8176 ('/anaconda_lib/jedi/inference/base_value.py', 'goto', 'name_context')
8177 ('/anaconda_lib/jedi/inference/base_value.py', 'goto', 'analysis_errors')
8178 ('/anaconda_lib/jedi/inference/base_value.py', 'goto', 'filters')
8179 ('/anaconda_lib/jedi/inference/base_value.py', 'goto', 'names')
8180 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getattribute__', 'self')
8181 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getattribute__', 'name_or_str')
8182 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getattribute__', 'name_context')
8183 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getattribute__', 'position')
8184 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getattribute__', 'analysis_errors')
8185 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getattribute__', 'names')
8186 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getattribute__', 'values')
8187 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getattribute__', 'name')
8188 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getattribute__', 'n')
8189 ('/anaconda_lib/jedi/inference/base_value.py', 'py__await__', 'self')
8190 ('/anaconda_lib/jedi/inference/base_value.py', 'py__await__', 'await_value_set')
8191 ('/anaconda_lib/jedi/inference/base_value.py', 'iterate', 'self')
8192 ('/anaconda_lib/jedi/inference/base_value.py', 'iterate', 'contextualized_node')
8193 ('/anaconda_lib/jedi/inference/base_value.py', 'iterate', 'is_async')
8194 ('/anaconda_lib/jedi/inference/base_value.py', 'is_sub_class_of', 'self')
8195 ('/anaconda_lib/jedi/inference/base_value.py', 'is_sub_class_of', 'class_value')
8196 ('/anaconda_lib/jedi/inference/base_value.py', 'is_sub_class_of', 'cls')
8197 ('/anaconda_lib/jedi/inference/base_value.py', 'is_same_class', 'self')
8198 ('/anaconda_lib/jedi/inference/base_value.py', 'is_same_class', 'class2')
8199 ('/anaconda_lib/jedi/inference/base_value.py', 'as_context', 'self')
8200 ('/anaconda_lib/jedi/inference/base_value.py', 'as_context', 'args')
8201 ('/anaconda_lib/jedi/inference/base_value.py', 'as_context', 'kwargs')
8202 ('/anaconda_lib/jedi/inference/base_value.py', '__init__', 'self')
8203 ('/anaconda_lib/jedi/inference/base_value.py', '__init__', 'inference_state')
8204 ('/anaconda_lib/jedi/inference/base_value.py', '__init__', 'parent_context')
8205 ('/anaconda_lib/jedi/inference/base_value.py', 'api_type', 'self')
8206 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getitem__', 'self')
8207 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getitem__', 'index_value_set')
8208 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getitem__', 'contextualized_node')
8209 ('/anaconda_lib/jedi/inference/base_value.py', 'py__iter__', 'self')
8210 ('/anaconda_lib/jedi/inference/base_value.py', 'py__iter__', 'contextualized_node')
8211 ('/anaconda_lib/jedi/inference/base_value.py', 'get_signatures', 'self')
8212 ('/anaconda_lib/jedi/inference/base_value.py', 'is_class', 'self')
8213 ('/anaconda_lib/jedi/inference/base_value.py', 'is_instance', 'self')
8214 ('/anaconda_lib/jedi/inference/base_value.py', 'is_function', 'self')
8215 ('/anaconda_lib/jedi/inference/base_value.py', 'is_module', 'self')
8216 ('/anaconda_lib/jedi/inference/base_value.py', 'is_namespace', 'self')
8217 ('/anaconda_lib/jedi/inference/base_value.py', 'is_compiled', 'self')
8218 ('/anaconda_lib/jedi/inference/base_value.py', 'is_bound_method', 'self')
8219 ('/anaconda_lib/jedi/inference/base_value.py', 'is_builtins_module', 'self')
8220 ('/anaconda_lib/jedi/inference/base_value.py', 'py__bool__', 'self')
8221 ('/anaconda_lib/jedi/inference/base_value.py', 'py__doc__', 'self')
8222 ('/anaconda_lib/jedi/inference/base_value.py', 'get_safe_value', 'self')
8223 ('/anaconda_lib/jedi/inference/base_value.py', 'get_safe_value', 'default')
8224 ('/anaconda_lib/jedi/inference/base_value.py', 'execute_operation', 'self')
8225 ('/anaconda_lib/jedi/inference/base_value.py', 'execute_operation', 'other')
8226 ('/anaconda_lib/jedi/inference/base_value.py', 'execute_operation', 'operator')
8227 ('/anaconda_lib/jedi/inference/base_value.py', 'py__call__', 'self')
8228 ('/anaconda_lib/jedi/inference/base_value.py', 'py__call__', 'arguments')
8229 ('/anaconda_lib/jedi/inference/base_value.py', 'py__stop_iteration_returns', 'self')
8230 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getattribute__alternatives', 'self')
8231 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getattribute__alternatives', 'name_or_str')
8232 ('/anaconda_lib/jedi/inference/base_value.py', 'py__get__', 'self')
8233 ('/anaconda_lib/jedi/inference/base_value.py', 'py__get__', 'instance')
8234 ('/anaconda_lib/jedi/inference/base_value.py', 'py__get__', 'class_value')
8235 ('/anaconda_lib/jedi/inference/base_value.py', 'get_qualified_names', 'self')
8236 ('/anaconda_lib/jedi/inference/base_value.py', 'is_stub', 'self')
8237 ('/anaconda_lib/jedi/inference/base_value.py', 'py__name__', 'self')
8238 ('/anaconda_lib/jedi/inference/base_value.py', 'get_type_hint', 'self')
8239 ('/anaconda_lib/jedi/inference/base_value.py', 'get_type_hint', 'add_class_info')
8240 ('/anaconda_lib/jedi/inference/base_value.py', 'infer_type_vars', 'self')
8241 ('/anaconda_lib/jedi/inference/base_value.py', 'infer_type_vars', 'value_set')
8242 ('/anaconda_lib/jedi/inference/base_value.py', 'Value_class_initializer', 'tree_node')
8243 ('/anaconda_lib/jedi/inference/base_value.py', 'Value_class_initializer', 'array_type')
8244 ('/anaconda_lib/jedi/inference/base_value.py', 'iterate_values', 'values')
8245 ('/anaconda_lib/jedi/inference/base_value.py', 'iterate_values', 'contextualized_node')
8246 ('/anaconda_lib/jedi/inference/base_value.py', 'iterate_values', 'is_async')
8247 ('/anaconda_lib/jedi/inference/base_value.py', 'name', 'self')
8248 ('/anaconda_lib/jedi/inference/base_value.py', 'name', 'wrapped_name')
8249 ('/anaconda_lib/jedi/inference/base_value.py', 'create_cached', 'inference_state')
8250 ('/anaconda_lib/jedi/inference/base_value.py', '__getattr__', 'self')
8251 ('/anaconda_lib/jedi/inference/base_value.py', '__getattr__', 'name')
8252 ('/anaconda_lib/jedi/inference/base_value.py', '_wrapped_value', 'self')
8253 ('/anaconda_lib/jedi/inference/base_value.py', '__repr__', 'self')
8254 ('/anaconda_lib/jedi/inference/base_value.py', '__init__', 'wrapped_value')
8255 ('/anaconda_lib/jedi/inference/base_value.py', '__init__', 'tree_node')
8256 ('/anaconda_lib/jedi/inference/base_value.py', '__init__', 'context')
8257 ('/anaconda_lib/jedi/inference/base_value.py', '__init__', 'node')
8258 ('/anaconda_lib/jedi/inference/base_value.py', 'infer', 'self')
8259 ('/anaconda_lib/jedi/inference/base_value.py', '_getitem', 'value')
8260 ('/anaconda_lib/jedi/inference/base_value.py', '_getitem', 'index_values')
8261 ('/anaconda_lib/jedi/inference/base_value.py', '_getitem', 'contextualized_node')
8262 ('/anaconda_lib/jedi/inference/base_value.py', '_getitem', 'result')
8263 ('/anaconda_lib/jedi/inference/base_value.py', '_getitem', 'unused_values')
8264 ('/anaconda_lib/jedi/inference/base_value.py', '_getitem', 'index')
8265 ('/anaconda_lib/jedi/inference/base_value.py', '_getitem', 'index_value')
8266 ('/anaconda_lib/jedi/inference/base_value.py', '__init__', 'iterable')
8267 ('/anaconda_lib/jedi/inference/base_value.py', '__init__', 'value')
8268 ('/anaconda_lib/jedi/inference/base_value.py', '_from_frozen_set', 'cls')
8269 ('/anaconda_lib/jedi/inference/base_value.py', '_from_frozen_set', 'frozenset_')
8270 ('/anaconda_lib/jedi/inference/base_value.py', '_from_frozen_set', 'self')
8271 ('/anaconda_lib/jedi/inference/base_value.py', 'from_sets', 'cls')
8272 ('/anaconda_lib/jedi/inference/base_value.py', 'from_sets', 'sets')
8273 ('/anaconda_lib/jedi/inference/base_value.py', 'from_sets', 'aggregated')
8274 ('/anaconda_lib/jedi/inference/base_value.py', 'from_sets', 'set_')
8275 ('/anaconda_lib/jedi/inference/base_value.py', '__or__', 'self')
8276 ('/anaconda_lib/jedi/inference/base_value.py', '__or__', 'other')
8277 ('/anaconda_lib/jedi/inference/base_value.py', '__and__', 'self')
8278 ('/anaconda_lib/jedi/inference/base_value.py', '__and__', 'other')
8279 ('/anaconda_lib/jedi/inference/base_value.py', '__iter__', 'self')
8280 ('/anaconda_lib/jedi/inference/base_value.py', '__iter__', 'element')
8281 ('/anaconda_lib/jedi/inference/base_value.py', '__bool__', 'self')
8282 ('/anaconda_lib/jedi/inference/base_value.py', '__len__', 'self')
8283 ('/anaconda_lib/jedi/inference/base_value.py', 'filter', 'self')
8284 ('/anaconda_lib/jedi/inference/base_value.py', 'filter', 'filter_func')
8285 ('/anaconda_lib/jedi/inference/base_value.py', 'mapper', 'args')
8286 ('/anaconda_lib/jedi/inference/base_value.py', 'mapper', 'kwargs')
8287 ('/anaconda_lib/jedi/inference/base_value.py', '__eq__', 'self')
8288 ('/anaconda_lib/jedi/inference/base_value.py', '__eq__', 'other')
8289 ('/anaconda_lib/jedi/inference/base_value.py', '__ne__', 'self')
8290 ('/anaconda_lib/jedi/inference/base_value.py', '__ne__', 'other')
8291 ('/anaconda_lib/jedi/inference/base_value.py', '__hash__', 'self')
8292 ('/anaconda_lib/jedi/inference/base_value.py', 'py__class__', 'self')
8293 ('/anaconda_lib/jedi/inference/base_value.py', 'iterate', 'type_iters')
8294 ('/anaconda_lib/jedi/inference/base_value.py', 'iterate', 'c')
8295 ('/anaconda_lib/jedi/inference/base_value.py', 'iterate', 'l')
8296 ('/anaconda_lib/jedi/inference/base_value.py', 'iterate', 'lazy_values')
8297 ('/anaconda_lib/jedi/inference/base_value.py', 'execute_with_values', 'args')
8298 ('/anaconda_lib/jedi/inference/base_value.py', 'execute_with_values', 'kwargs')
8299 ('/anaconda_lib/jedi/inference/base_value.py', 'goto', 'args')
8300 ('/anaconda_lib/jedi/inference/base_value.py', 'goto', 'kwargs')
8301 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getattribute__', 'args')
8302 ('/anaconda_lib/jedi/inference/base_value.py', 'py__getattribute__', 'kwargs')
8303 ('/anaconda_lib/jedi/inference/base_value.py', 'get_item', 'self')
8304 ('/anaconda_lib/jedi/inference/base_value.py', 'get_item', 'args')
8305 ('/anaconda_lib/jedi/inference/base_value.py', 'get_item', 'kwargs')
8306 ('/anaconda_lib/jedi/inference/base_value.py', 'try_merge', 'self')
8307 ('/anaconda_lib/jedi/inference/base_value.py', 'try_merge', 'function_name')
8308 ('/anaconda_lib/jedi/inference/base_value.py', 'try_merge', 'value_set')
8309 ('/anaconda_lib/jedi/inference/base_value.py', 'try_merge', 'method')
8310 ('/anaconda_lib/jedi/inference/base_value.py', 'try_merge', 'c')
8311 ('/anaconda_lib/jedi/inference/base_value.py', 'get_type_hint', 't')
8312 ('/anaconda_lib/jedi/inference/base_value.py', 'get_type_hint', 'v')
8313 ('/anaconda_lib/jedi/inference/base_value.py', 'get_type_hint', 'type_hints')
8314 ('/anaconda_lib/jedi/inference/base_value.py', 'get_type_hint', 'optional')
8315 ('/anaconda_lib/jedi/inference/base_value.py', 'get_type_hint', 's')
8316 ('/anaconda_lib/jedi/inference/base_value.py', 'infer_type_vars', 'type_var_dict')
8317 ('/anaconda_lib/jedi/inference/base_value.py', 'infer_type_vars', 'value')
8318 ('/anaconda_lib/jedi/inference/base_value.py', 'wrapper', 'args')
8319 ('/anaconda_lib/jedi/inference/base_value.py', 'wrapper', 'kwargs')
8320 ('/anaconda_lib/jedi/inference/base_value.py', 'iterator_to_value_set', 'func')
8321 ('/anaconda_lib/jedi/inference/base_value.py', 'module_initializer', 'sentinel')
8322 ('/anaconda_lib/jedi/inference/base_value.py', 'module_initializer', 'NO_VALUES')
8323 ('/anaconda_lib/jedi/inference/references.py', '_resolve_names', 'definition_names')
8324 ('/anaconda_lib/jedi/inference/references.py', '_resolve_names', 'avoid_names')
8325 ('/anaconda_lib/jedi/inference/references.py', '_resolve_names', 'n')
8326 ('/anaconda_lib/jedi/inference/references.py', '_resolve_names', 'name')
8327 ('/anaconda_lib/jedi/inference/references.py', '_dictionarize', 'names')
8328 ('/anaconda_lib/jedi/inference/references.py', '_find_defining_names', 'module_context')
8329 ('/anaconda_lib/jedi/inference/references.py', '_find_defining_names', 'tree_name')
8330 ('/anaconda_lib/jedi/inference/references.py', '_find_defining_names', 'found_names')
8331 ('/anaconda_lib/jedi/inference/references.py', '_find_defining_names', 'name')
8332 ('/anaconda_lib/jedi/inference/references.py', '_find_names', 'module_context')
8333 ('/anaconda_lib/jedi/inference/references.py', '_find_names', 'tree_name')
8334 ('/anaconda_lib/jedi/inference/references.py', '_find_names', 'name')
8335 ('/anaconda_lib/jedi/inference/references.py', '_find_names', 'found_names')
8336 ('/anaconda_lib/jedi/inference/references.py', '_add_names_in_same_context', 'context')
8337 ('/anaconda_lib/jedi/inference/references.py', '_add_names_in_same_context', 'string_name')
8338 ('/anaconda_lib/jedi/inference/references.py', '_add_names_in_same_context', 'until_position')
8339 ('/anaconda_lib/jedi/inference/references.py', '_add_names_in_same_context', 'filter_')
8340 ('/anaconda_lib/jedi/inference/references.py', '_add_names_in_same_context', 'names')
8341 ('/anaconda_lib/jedi/inference/references.py', '_add_names_in_same_context', 'name')
8342 ('/anaconda_lib/jedi/inference/references.py', '_add_names_in_same_context', 'ordered')
8343 ('/anaconda_lib/jedi/inference/references.py', '_find_global_variables', 'names')
8344 ('/anaconda_lib/jedi/inference/references.py', '_find_global_variables', 'search_name')
8345 ('/anaconda_lib/jedi/inference/references.py', '_find_global_variables', 'module_context')
8346 ('/anaconda_lib/jedi/inference/references.py', '_find_global_variables', 'method')
8347 ('/anaconda_lib/jedi/inference/references.py', '_find_global_variables', 'c')
8348 ('/anaconda_lib/jedi/inference/references.py', '_find_global_variables', 'n')
8349 ('/anaconda_lib/jedi/inference/references.py', '_find_global_variables', 'global_name')
8350 ('/anaconda_lib/jedi/inference/references.py', '_find_global_variables', 'name')
8351 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'module_context')
8352 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'tree_name')
8353 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'inf')
8354 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'search_name')
8355 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'found_names')
8356 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'found_names_dct')
8357 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'module_contexts')
8358 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'd')
8359 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'm')
8360 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'n')
8361 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'potential_modules')
8362 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'non_matching_reference_maps')
8363 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'new')
8364 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'dct')
8365 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'name')
8366 ('/anaconda_lib/jedi/inference/references.py', 'find_references', 'name_leaf')
8367 ('/anaconda_lib/jedi/inference/references.py', '_check_fs', 'inference_state')
8368 ('/anaconda_lib/jedi/inference/references.py', '_check_fs', 'file_io')
8369 ('/anaconda_lib/jedi/inference/references.py', '_check_fs', 'regex')
8370 ('/anaconda_lib/jedi/inference/references.py', '_check_fs', 'code')
8371 ('/anaconda_lib/jedi/inference/references.py', '_check_fs', 'new_file_io')
8372 ('/anaconda_lib/jedi/inference/references.py', '_check_fs', 'm')
8373 ('/anaconda_lib/jedi/inference/references.py', 'gitignored_lines', 'folder_io')
8374 ('/anaconda_lib/jedi/inference/references.py', 'gitignored_lines', 'file_io')
8375 ('/anaconda_lib/jedi/inference/references.py', 'gitignored_lines', 'ignored_paths')
8376 ('/anaconda_lib/jedi/inference/references.py', 'gitignored_lines', 'ignored_names')
8377 ('/anaconda_lib/jedi/inference/references.py', 'gitignored_lines', 'p')
8378 ('/anaconda_lib/jedi/inference/references.py', 'gitignored_lines', 'name')
8379 ('/anaconda_lib/jedi/inference/references.py', 'gitignored_lines', 'l')
8380 ('/anaconda_lib/jedi/inference/references.py', 'recurse_find_python_folders_and_files', 'folder_io')
