0 ('/invoke/context.py', '_prefix_commands', '_prefix_commands_ret')
352 ('/invoke/vendor/yaml3/parser.py', 'peek_event', 'peek_event_ret')
353 ('/invoke/vendor/yaml3/parser.py', 'process_directives', 'process_directives_ret')
354 ('/invoke/vendor/yaml3/parser.py', 'process_empty_scalar', 'process_empty_scalar_ret')
355 ('/invoke/vendor/yaml3/tokens.py', '__repr__', '__repr___ret')
356 ('/invoke/vendor/yaml3/resolver.py', 'check_resolver_prefix', 'check_resolver_prefix_ret')
357 ('/invoke/vendor/yaml3/resolver.py', 'resolve', 'resolve_ret')
358 ('/invoke/vendor/yaml3/serializer.py', 'generate_anchor', 'generate_anchor_ret')
359 ('/invoke/vendor/yaml3/reader.py', 'get_mark', 'get_mark_ret')
360 ('/invoke/vendor/yaml3/reader.py', 'peek', 'peek_ret')
361 ('/invoke/vendor/yaml3/reader.py', 'prefix', 'prefix_ret')
362 ('/invoke/vendor/yaml3/reader.py', '__str__', '__str___ret')
363 ('/invoke/vendor/yaml3/events.py', '__repr__', '__repr___ret')
364 ('/invoke/vendor/yaml3/representer.py', 'ignore_aliases', 'ignore_aliases_ret')
365 ('/invoke/vendor/yaml3/representer.py', 'represent_data', 'represent_data_ret')
366 ('/invoke/vendor/yaml3/representer.py', 'represent_mapping', 'represent_mapping_ret')
367 ('/invoke/vendor/yaml3/representer.py', 'represent_scalar', 'represent_scalar_ret')
368 ('/invoke/vendor/yaml3/representer.py', 'represent_sequence', 'represent_sequence_ret')
369 ('/invoke/vendor/yaml3/representer.py', 'represent_complex', 'represent_complex_ret')
370 ('/invoke/vendor/yaml3/representer.py', 'represent_module', 'represent_module_ret')
371 ('/invoke/vendor/yaml3/representer.py', 'represent_name', 'represent_name_ret')
372 ('/invoke/vendor/yaml3/representer.py', 'represent_object', 'represent_object_ret')
373 ('/invoke/vendor/yaml3/representer.py', 'represent_tuple', 'represent_tuple_ret')
374 ('/invoke/vendor/yaml3/representer.py', 'represent_binary', 'represent_binary_ret')
375 ('/invoke/vendor/yaml3/representer.py', 'represent_bool', 'represent_bool_ret')
376 ('/invoke/vendor/yaml3/representer.py', 'represent_date', 'represent_date_ret')
377 ('/invoke/vendor/yaml3/representer.py', 'represent_datetime', 'represent_datetime_ret')
378 ('/invoke/vendor/yaml3/representer.py', 'represent_dict', 'represent_dict_ret')
379 ('/invoke/vendor/yaml3/representer.py', 'represent_float', 'represent_float_ret')
380 ('/invoke/vendor/yaml3/representer.py', 'represent_int', 'represent_int_ret')
381 ('/invoke/vendor/yaml3/representer.py', 'represent_list', 'represent_list_ret')
382 ('/invoke/vendor/yaml3/representer.py', 'represent_none', 'represent_none_ret')
383 ('/invoke/vendor/yaml3/representer.py', 'represent_set', 'represent_set_ret')
384 ('/invoke/vendor/yaml3/representer.py', 'represent_str', 'represent_str_ret')
385 ('/invoke/vendor/yaml3/representer.py', 'represent_undefined', 'represent_undefined_ret')
386 ('/invoke/vendor/yaml3/representer.py', 'represent_yaml_object', 'represent_yaml_object_ret')
387 ('/invoke/vendor/lexicon/__init__.py', '__getattr__', '__getattr___ret')
388 ('/invoke/vendor/lexicon/attribute_dict.py', '__getattr__', '__getattr___ret')
389 ('/invoke/vendor/lexicon/alias_dict.py', '__contains__', '__contains___ret')
390 ('/invoke/vendor/lexicon/alias_dict.py', '__delitem__', '__delitem___ret')
391 ('/invoke/vendor/lexicon/alias_dict.py', '__getitem__', '__getitem___ret')
392 ('/invoke/vendor/lexicon/alias_dict.py', '__setitem__', '__setitem___ret')
393 ('/invoke/vendor/lexicon/alias_dict.py', '_handle', '_handle_ret')
394 ('/invoke/vendor/lexicon/alias_dict.py', '_single', '_single_ret')
395 ('/invoke/vendor/lexicon/alias_dict.py', 'aliases_of', 'aliases_of_ret')
396 ('/tasks.py', 'test', 'c')
397 ('/tasks.py', 'test', 'verbose')
398 ('/tasks.py', 'test', 'color')
399 ('/tasks.py', 'test', 'capture')
400 ('/tasks.py', 'test', 'module')
401 ('/tasks.py', 'test', 'k')
402 ('/tasks.py', 'test', 'x')
403 ('/tasks.py', 'test', 'opts')
404 ('/tasks.py', 'test', 'pty')
405 ('/tasks.py', 'integration', 'c')
406 ('/tasks.py', 'integration', 'opts')
407 ('/tasks.py', 'integration', 'pty')
408 ('/tasks.py', 'coverage', 'c')
409 ('/tasks.py', 'coverage', 'report')
410 ('/tasks.py', 'coverage', 'opts')
411 ('/tasks.py', 'regression', 'c')
412 ('/tasks.py', 'regression', 'jobs')
413 ('/tasks.py', 'regression', 'cmd')
414 ('/tasks.py', 'module_initializer', 'ns')
415 ('/setup.py', 'module_initializer', '_locals')
416 ('/setup.py', 'module_initializer', 'version')
417 ('/setup.py', 'module_initializer', 'exclude')
418 ('/setup.py', 'module_initializer', 'text')
419 ('/setup.py', 'module_initializer', 'long_description')
420 ('/integration/tasks.py', 'print_foo', 'c')
421 ('/integration/tasks.py', 'print_name', 'c')
422 ('/integration/tasks.py', 'print_name', 'name')
423 ('/integration/tasks.py', 'print_config', 'c')
424 ('/integration/_explicit.py', 'foo', 'c')
425 ('/integration/context.py', 'base_case', 'self')
426 ('/integration/context.py', 'base_case', 'config')
427 ('/integration/context.py', 'base_case', 'result')
428 ('/integration/_util.py', 'current_cpu_usage', 'rusage')
429 ('/integration/_util.py', 'assert_cpu_usage', 'lt')
430 ('/integration/_util.py', 'assert_cpu_usage', 'verbose')
431 ('/integration/_util.py', 'assert_cpu_usage', 'start_usage')
432 ('/integration/_util.py', 'assert_cpu_usage', 'start_time')
433 ('/integration/_util.py', 'assert_cpu_usage', 'end_usage')
434 ('/integration/_util.py', 'assert_cpu_usage', 'end_time')
435 ('/integration/_util.py', 'assert_cpu_usage', 'usage_diff')
436 ('/integration/_util.py', 'assert_cpu_usage', 'time_diff')
437 ('/integration/_util.py', 'assert_cpu_usage', 'percentage')
438 ('/integration/_util.py', 'inner', 'args')
439 ('/integration/_util.py', 'inner', 'kwargs')
440 ('/integration/_util.py', 'only_utf8', 'f')
441 ('/integration/runners.py', 'setup', 'self')
442 ('/integration/runners.py', 'base_case', 'self')
443 ('/integration/runners.py', 'base_case', 'watcher')
444 ('/integration/runners.py', 'both_streams', 'self')
445 ('/integration/runners.py', 'both_streams', 'watchers')
446 ('/integration/runners.py', 'watcher_errors_become_Failures', 'self')
447 ('/integration/runners.py', 'watcher_errors_become_Failures', 'watcher')
448 ('/integration/runners.py', 'piped_stdin_is_not_conflated_with_mocked_stdin', 'self')
449 ('/integration/runners.py', 'nested_invoke_sessions_not_conflated_with_mocked_stdin', 'self')
450 ('/integration/runners.py', 'isnt_cpu_heavy', 'self')
451 ('/integration/runners.py', 'doesnt_break_when_stdin_exists_but_null', 'self')
452 ('/integration/runners.py', '_hang_on_full_pipe', 'self')
453 ('/integration/runners.py', '_hang_on_full_pipe', 'pty')
454 ('/integration/runners.py', '_hang_on_full_pipe', 'runner')
455 ('/integration/runners.py', 'pty_subproc_should_not_hang_if_IO_thread_has_an_exception', 'self')
456 ('/integration/runners.py', 'nonpty_subproc_should_not_hang_if_IO_thread_has_an_exception', 'self')
457 ('/integration/runners.py', 'does_not_fire_when_command_quick', 'self')
458 ('/integration/runners.py', 'triggers_exception_when_command_slow', 'self')
459 ('/integration/runners.py', 'triggers_exception_when_command_slow', 'before')
460 ('/integration/runners.py', 'triggers_exception_when_command_slow', 'after')
461 ('/integration/runners.py', 'module_initializer', 'PYPY')
462 ('/integration/main.py', '_output_eq', 'cmd')
463 ('/integration/main.py', '_output_eq', 'expected')
464 ('/integration/main.py', '_setup', 'self')
465 ('/integration/main.py', 'setup', 'self')
466 ('/integration/main.py', 'teardown', 'self')
467 ('/integration/main.py', 'basic_invocation', 'self')
468 ('/integration/main.py', 'version_output', 'self')
469 ('/integration/main.py', 'help_output', 'self')
470 ('/integration/main.py', 'per_task_help', 'self')
471 ('/integration/main.py', 'shorthand_binary_name', 'self')
472 ('/integration/main.py', 'explicit_task_module', 'self')
473 ('/integration/main.py', 'invocation_with_args', 'self')
474 ('/integration/main.py', 'bad_collection_exits_nonzero', 'self')
475 ('/integration/main.py', 'bad_collection_exits_nonzero', 'result')
476 ('/integration/main.py', 'loads_real_user_config', 'self')
477 ('/integration/main.py', 'loads_real_user_config', 'path')
478 ('/integration/main.py', 'invocable_via_python_dash_m', 'self')
479 ('/integration/main.py', 'write', 'self')
480 ('/integration/main.py', 'write', 'data')
481 ('/integration/main.py', 'basic_nonstandard_characters', 'self')
482 ('/integration/main.py', 'basic_nonstandard_characters', 'cmd')
483 ('/integration/main.py', 'nonprinting_bytes', 'self')
484 ('/integration/main.py', 'nonprinting_bytes_pty', 'self')
485 ('/integration/main.py', 'complex_nesting_under_ptys_doesnt_break', 'self')
486 ('/integration/main.py', 'complex_nesting_under_ptys_doesnt_break', 'substr')
487 ('/integration/main.py', 'complex_nesting_under_ptys_doesnt_break', 'cmd')
488 ('/integration/main.py', 'complex_nesting_under_ptys_doesnt_break', 'expected')
489 ('/integration/main.py', 'pty_puts_both_streams_in_stdout', 'self')
490 ('/integration/main.py', 'pty_puts_both_streams_in_stdout', 'err_echo')
491 ('/integration/main.py', 'pty_puts_both_streams_in_stdout', 'command')
492 ('/integration/main.py', 'pty_puts_both_streams_in_stdout', 'r')
493 ('/integration/main.py', 'simple_command_with_pty', 'self')
494 ('/integration/main.py', 'simple_command_with_pty', 'result')
495 ('/integration/main.py', 'pty_size_is_realistic', 'self')
496 ('/integration/main.py', 'pty_size_is_realistic', 'size')
497 ('/integration/main.py', 'false_as_optional_arg_default_value_works_okay', 'self')
498 ('/integration/main.py', 'false_as_optional_arg_default_value_works_okay', 'argstr')
499 ('/integration/main.py', 'false_as_optional_arg_default_value_works_okay', 'expected')
500 ('/integration/_support/regression.py', 'check', 'c')
501 ('/integration/_support/regression.py', 'check', 'count')
502 ('/integration/_support/regression.py', 'check', 'failures')
503 ('/integration/_support/regression.py', 'check', 'response')
504 ('/integration/_support/regression.py', 'check', '_')
505 ('/integration/_support/parsing.py', 'foo', 'c')
506 ('/integration/_support/parsing.py', 'foo', 'meh')
507 ('/integration/_support/busywork.py', 'module_initializer', 'num_cycles')
508 ('/integration/_support/busywork.py', 'module_initializer', 'out')
509 ('/integration/_support/busywork.py', 'module_initializer', 'err')
510 ('/integration/_support/nested_or_piped.py', 'calls_foo', 'c')
511 ('/integration/_support/nested_or_piped.py', 'foo', 'c')
512 ('/integration/_support/err.py', 'module_initializer', 'stream')
513 ('/invoke/terminals.py', 'pty_size', 'cols')
514 ('/invoke/terminals.py', 'pty_size', 'rows')
515 ('/invoke/terminals.py', '_pty_size', 'size')
516 ('/invoke/terminals.py', '_pty_size', 'fmt')
517 ('/invoke/terminals.py', '_pty_size', 'buf')
518 ('/invoke/terminals.py', '_pty_size', 'result')
519 ('/invoke/terminals.py', '_pty_size', 'rows')
520 ('/invoke/terminals.py', '_pty_size', 'cols')
521 ('/invoke/terminals.py', '_win_pty_size', '_fields_')
522 ('/invoke/terminals.py', '_win_pty_size', 'GetStdHandle')
523 ('/invoke/terminals.py', '_win_pty_size', 'GetConsoleScreenBufferInfo')
524 ('/invoke/terminals.py', '_win_pty_size', 'hstd')
525 ('/invoke/terminals.py', '_win_pty_size', 'csbi')
526 ('/invoke/terminals.py', '_win_pty_size', 'ret')
527 ('/invoke/terminals.py', '_win_pty_size', 'sizex')
528 ('/invoke/terminals.py', '_win_pty_size', 'sizey')
529 ('/invoke/terminals.py', 'stdin_is_foregrounded_tty', 'stream')
530 ('/invoke/terminals.py', 'cbreak_already_set', 'stream')
531 ('/invoke/terminals.py', 'cbreak_already_set', 'attrs')
532 ('/invoke/terminals.py', 'cbreak_already_set', 'lflags')
533 ('/invoke/terminals.py', 'cbreak_already_set', 'cc')
534 ('/invoke/terminals.py', 'cbreak_already_set', 'echo')
535 ('/invoke/terminals.py', 'cbreak_already_set', 'icanon')
536 ('/invoke/terminals.py', 'cbreak_already_set', 'sentinels')
537 ('/invoke/terminals.py', 'character_buffered', 'stream')
538 ('/invoke/terminals.py', 'character_buffered', 'old_settings')
539 ('/invoke/terminals.py', 'ready_for_reading', 'input_')
540 ('/invoke/terminals.py', 'ready_for_reading', 'reads')
541 ('/invoke/terminals.py', 'ready_for_reading', '_')
542 ('/invoke/terminals.py', 'bytes_to_read', 'input_')
543 ('/invoke/terminals.py', 'bytes_to_read', 'fionread')
544 ('/invoke/terminals.py', 'module_initializer', 'WINDOWS')
545 ('/invoke/tasks.py', '__init__', 'self')
546 ('/invoke/tasks.py', '__init__', 'body')
547 ('/invoke/tasks.py', '__init__', 'name')
548 ('/invoke/tasks.py', '__init__', 'aliases')
549 ('/invoke/tasks.py', '__init__', 'positional')
550 ('/invoke/tasks.py', '__init__', 'optional')
551 ('/invoke/tasks.py', '__init__', 'default')
552 ('/invoke/tasks.py', '__init__', 'auto_shortflags')
553 ('/invoke/tasks.py', '__init__', 'help')
554 ('/invoke/tasks.py', '__init__', 'pre')
555 ('/invoke/tasks.py', '__init__', 'post')
556 ('/invoke/tasks.py', '__init__', 'autoprint')
557 ('/invoke/tasks.py', '__init__', 'iterable')
558 ('/invoke/tasks.py', '__init__', 'incrementable')
559 ('/invoke/tasks.py', 'name', 'self')
560 ('/invoke/tasks.py', '__repr__', 'self')
561 ('/invoke/tasks.py', '__repr__', 'aliases')
562 ('/invoke/tasks.py', '__eq__', 'self')
563 ('/invoke/tasks.py', '__eq__', 'other')
564 ('/invoke/tasks.py', '__hash__', 'self')
565 ('/invoke/tasks.py', '__call__', 'self')
566 ('/invoke/tasks.py', '__call__', 'args')
567 ('/invoke/tasks.py', '__call__', 'kwargs')
568 ('/invoke/tasks.py', '__call__', 'err')
569 ('/invoke/tasks.py', '__call__', 'result')
570 ('/invoke/tasks.py', 'called', 'self')
571 ('/invoke/tasks.py', 'argspec', 'self')
572 ('/invoke/tasks.py', 'argspec', 'body')
573 ('/invoke/tasks.py', 'argspec', 'func')
574 ('/invoke/tasks.py', 'argspec', 'spec')
575 ('/invoke/tasks.py', 'argspec', 'arg_names')
576 ('/invoke/tasks.py', 'argspec', 'matched_args')
577 ('/invoke/tasks.py', 'argspec', 'x')
578 ('/invoke/tasks.py', 'argspec', 'spec_dict')
579 ('/invoke/tasks.py', 'argspec', 'context_arg')
580 ('/invoke/tasks.py', 'fill_implicit_positionals', 'self')
581 ('/invoke/tasks.py', 'fill_implicit_positionals', 'positional')
582 ('/invoke/tasks.py', 'fill_implicit_positionals', 'args')
583 ('/invoke/tasks.py', 'fill_implicit_positionals', 'spec_dict')
584 ('/invoke/tasks.py', 'fill_implicit_positionals', 'default')
585 ('/invoke/tasks.py', 'fill_implicit_positionals', 'name')
586 ('/invoke/tasks.py', 'arg_opts', 'self')
587 ('/invoke/tasks.py', 'arg_opts', 'name')
588 ('/invoke/tasks.py', 'arg_opts', 'default')
589 ('/invoke/tasks.py', 'arg_opts', 'taken_names')
590 ('/invoke/tasks.py', 'arg_opts', 'opts')
591 ('/invoke/tasks.py', 'arg_opts', 'names')
592 ('/invoke/tasks.py', 'arg_opts', 'char')
593 ('/invoke/tasks.py', 'arg_opts', 'kind')
594 ('/invoke/tasks.py', 'get_arguments', 'self')
595 ('/invoke/tasks.py', 'get_arguments', 'arg_names')
596 ('/invoke/tasks.py', 'get_arguments', 'spec_dict')
597 ('/invoke/tasks.py', 'get_arguments', 'tuples')
598 ('/invoke/tasks.py', 'get_arguments', 'x')
599 ('/invoke/tasks.py', 'get_arguments', 'taken_names')
600 ('/invoke/tasks.py', 'get_arguments', 'args')
601 ('/invoke/tasks.py', 'get_arguments', 'new_arg')
602 ('/invoke/tasks.py', 'get_arguments', 'name')
603 ('/invoke/tasks.py', 'get_arguments', 'default')
604 ('/invoke/tasks.py', 'get_arguments', 'i')
605 ('/invoke/tasks.py', 'get_arguments', 'arg')
606 ('/invoke/tasks.py', 'get_arguments', 'posarg')
607 ('/invoke/tasks.py', 'inner', 'obj')
608 ('/invoke/tasks.py', 'task', 'args')
609 ('/invoke/tasks.py', 'task', 'kwargs')
610 ('/invoke/tasks.py', 'task', 'klass')
611 ('/invoke/tasks.py', 'task', 'name')
612 ('/invoke/tasks.py', 'task', 'aliases')
613 ('/invoke/tasks.py', 'task', 'positional')
614 ('/invoke/tasks.py', 'task', 'optional')
615 ('/invoke/tasks.py', 'task', 'iterable')
616 ('/invoke/tasks.py', 'task', 'incrementable')
617 ('/invoke/tasks.py', 'task', 'default')
618 ('/invoke/tasks.py', 'task', 'auto_shortflags')
619 ('/invoke/tasks.py', 'task', 'help')
620 ('/invoke/tasks.py', 'task', 'pre')
621 ('/invoke/tasks.py', 'task', 'post')
622 ('/invoke/tasks.py', 'task', 'autoprint')
623 ('/invoke/tasks.py', '__init__', 'task')
624 ('/invoke/tasks.py', '__init__', 'called_as')
625 ('/invoke/tasks.py', '__init__', 'args')
626 ('/invoke/tasks.py', '__init__', 'kwargs')
627 ('/invoke/tasks.py', '__getattr__', 'self')
628 ('/invoke/tasks.py', '__getattr__', 'name')
629 ('/invoke/tasks.py', '__deepcopy__', 'self')
630 ('/invoke/tasks.py', '__deepcopy__', 'memo')
631 ('/invoke/tasks.py', '__repr__', 'aka')
632 ('/invoke/tasks.py', '__eq__', 'attr')
633 ('/invoke/tasks.py', 'make_context', 'self')
634 ('/invoke/tasks.py', 'make_context', 'config')
635 ('/invoke/tasks.py', 'clone_data', 'self')
636 ('/invoke/tasks.py', 'clone', 'self')
637 ('/invoke/tasks.py', 'clone', 'into')
638 ('/invoke/tasks.py', 'clone', 'with_')
639 ('/invoke/tasks.py', 'clone', 'klass')
640 ('/invoke/tasks.py', 'clone', 'data')
641 ('/invoke/tasks.py', 'call', 'task')
642 ('/invoke/tasks.py', 'call', 'args')
643 ('/invoke/tasks.py', 'call', 'kwargs')
644 ('/invoke/tasks.py', 'module_initializer', 'NO_DEFAULT')
645 ('/invoke/config.py', 'load_source', 'name')
646 ('/invoke/config.py', 'load_source', 'path')
647 ('/invoke/config.py', 'from_data', 'cls')
648 ('/invoke/config.py', 'from_data', 'data')
649 ('/invoke/config.py', 'from_data', 'root')
650 ('/invoke/config.py', 'from_data', 'keypath')
651 ('/invoke/config.py', 'from_data', 'obj')
652 ('/invoke/config.py', '__getattr__', 'self')
653 ('/invoke/config.py', '__getattr__', 'key')
654 ('/invoke/config.py', '__getattr__', 'err')
655 ('/invoke/config.py', '__getattr__', 'attrs')
656 ('/invoke/config.py', '__getattr__', 'x')
657 ('/invoke/config.py', '__setattr__', 'self')
658 ('/invoke/config.py', '__setattr__', 'key')
659 ('/invoke/config.py', '__setattr__', 'value')
660 ('/invoke/config.py', '__setattr__', 'has_real_attr')
661 ('/invoke/config.py', '__iter__', 'self')
662 ('/invoke/config.py', '__eq__', 'self')
663 ('/invoke/config.py', '__eq__', 'other')
664 ('/invoke/config.py', '__eq__', 'other_val')
665 ('/invoke/config.py', '__len__', 'self')
666 ('/invoke/config.py', '__setitem__', 'self')
667 ('/invoke/config.py', '__setitem__', 'key')
668 ('/invoke/config.py', '__setitem__', 'value')
669 ('/invoke/config.py', '__getitem__', 'self')
670 ('/invoke/config.py', '__getitem__', 'key')
671 ('/invoke/config.py', '_get', 'self')
672 ('/invoke/config.py', '_get', 'key')
673 ('/invoke/config.py', '_get', 'value')
674 ('/invoke/config.py', '_get', 'keypath')
675 ('/invoke/config.py', '_get', 'root')
676 ('/invoke/config.py', '_set', 'self')
677 ('/invoke/config.py', '_set', 'args')
678 ('/invoke/config.py', '_set', 'kwargs')
679 ('/invoke/config.py', '_set', 'key')
680 ('/invoke/config.py', '_set', 'value')
681 ('/invoke/config.py', '__repr__', 'self')
682 ('/invoke/config.py', '__contains__', 'self')
683 ('/invoke/config.py', '__contains__', 'key')
684 ('/invoke/config.py', '_is_leaf', 'self')
685 ('/invoke/config.py', '_is_root', 'self')
686 ('/invoke/config.py', '_track_removal_of', 'self')
687 ('/invoke/config.py', '_track_removal_of', 'key')
688 ('/invoke/config.py', '_track_removal_of', 'target')
689 ('/invoke/config.py', '_track_modification_of', 'self')
690 ('/invoke/config.py', '_track_modification_of', 'key')
691 ('/invoke/config.py', '_track_modification_of', 'value')
692 ('/invoke/config.py', '_track_modification_of', 'target')
